▲ Next.js 16.2.10 (webpack)
- Local:         http://localhost:3465
- Network:       http://192.168.30.129:3465
✓ Ready in 1122ms

○ Compiling /[module] ...
 GET /dashboard 200 in 3.4s (next.js: 2.1s, generate-params: 2.1s, application-code: 1345ms)
 GET /staffpay?section=people 200 in 1024ms (next.js: 33ms, generate-params: 25ms, application-code: 991ms)
 GET /staffpay?section=people 200 in 645ms (next.js: 12ms, generate-params: 67µs, application-code: 633ms)
 GET /staffpay?section=people 200 in 300ms (next.js: 25ms, generate-params: 16ms, application-code: 275ms)
 GET /staffpay?section=approval 200 in 1411ms (next.js: 25ms, generate-params: 18ms, application-code: 1386ms)
 GET /staffpay?section=approval 200 in 349ms (next.js: 7ms, generate-params: 61µs, application-code: 342ms)
 GET /staffpay?section=approval 200 in 878ms (next.js: 32ms, generate-params: 21ms, application-code: 845ms)
 GET /staffpay?section=export 200 in 365ms (next.js: 11ms, generate-params: 70µs, application-code: 354ms)
 GET /staffpay?section=export 200 in 530ms (next.js: 23ms, generate-params: 15ms, application-code: 507ms)
 GET /staffpay?section=export 200 in 526ms (next.js: 16ms, generate-params: 93µs, application-code: 510ms)
 GET /staffpay?section=reconciliation 200 in 861ms (next.js: 22ms, generate-params: 16ms, application-code: 839ms)
 GET /staffpay?section=reconciliation 200 in 384ms (next.js: 34ms, generate-params: 23ms, application-code: 350ms)
 GET /staffpay?section=reconciliation 200 in 523ms (next.js: 7ms, generate-params: 80µs, application-code: 515ms)
 GET /staffpay?section=adjustments 200 in 666ms (next.js: 27ms, generate-params: 17ms, application-code: 639ms)
 GET /staffpay?section=adjustments 200 in 309ms (next.js: 36ms, generate-params: 28ms, application-code: 273ms)
 GET /staffpay?section=adjustments 200 in 390ms (next.js: 6ms, generate-params: 55µs, application-code: 384ms)
 GET /staff-doctors?section=overview 200 in 458ms (next.js: 31ms, generate-params: 20ms, application-code: 427ms)
 GET /staff-doctors?section=people 200 in 801ms (next.js: 20ms, generate-params: 13ms, application-code: 780ms)
 GET /staff-doctors?section=staff-profiles 200 in 498ms (next.js: 8ms, generate-params: 92µs, application-code: 490ms)
 GET /staff-doctors?section=doctor-profiles 200 in 597ms (next.js: 28ms, generate-params: 19ms, application-code: 569ms)
 GET /staff-doctors?section=engagements 200 in 505ms (next.js: 7ms, generate-params: 55µs, application-code: 498ms)
 GET /staff-doctors?section=credentials 200 in 500ms (next.js: 26ms, generate-params: 15ms, application-code: 473ms)
 GET /staff-doctors?section=leave-availability 200 in 637ms (next.js: 22ms, generate-params: 55µs, application-code: 615ms)
 GET /staff-doctors?section=restrictions 200 in 366ms (next.js: 19ms, generate-params: 13ms, application-code: 347ms)
 GET /staff-doctors?section=onboarding 200 in 598ms (next.js: 48ms, generate-params: 61µs, application-code: 550ms)
 GET /staff-doctors?section=offboarding 200 in 634ms (next.js: 27ms, generate-params: 19ms, application-code: 607ms)
 GET /staff-doctors?section=reports 200 in 511ms (next.js: 12ms, generate-params: 46µs, application-code: 498ms)
 GET /staff-doctors?section=settings 200 in 440ms (next.js: 26ms, generate-params: 18ms, application-code: 414ms)
 GET /roster?section=roster-board 200 in 322ms (next.js: 7ms, generate-params: 69µs, application-code: 315ms)
 GET /roster?section=coverage 200 in 679ms (next.js: 63ms, generate-params: 34ms, application-code: 616ms)
 GET /roster?section=open-shifts 200 in 331ms (next.js: 6ms, generate-params: 58µs, application-code: 325ms)
 GET /roster?section=availability-leave 200 in 379ms (next.js: 18ms, generate-params: 9ms, application-code: 361ms)
 GET /roster?section=requests 200 in 367ms (next.js: 11ms, generate-params: 95µs, application-code: 356ms)
 GET /roster?section=conflicts-warnings 200 in 602ms (next.js: 24ms, generate-params: 16ms, application-code: 578ms)
 GET /roster?section=published-history 200 in 785ms (next.js: 35ms, generate-params: 18ms, application-code: 750ms)
 GET /roster?section=cost-forecast 200 in 339ms (next.js: 45ms, generate-params: 51µs, application-code: 294ms)
 GET /roster?section=reports 200 in 202ms (next.js: 17ms, generate-params: 12ms, application-code: 186ms)
 GET /roster?section=settings 200 in 423ms (next.js: 7ms, generate-params: 70µs, application-code: 417ms)
 GET /time-attendance?section=live 200 in 417ms (next.js: 24ms, generate-params: 15ms, application-code: 393ms)
 GET /time-attendance?section=clock 200 in 309ms (next.js: 9ms, generate-params: 71µs, application-code: 300ms)
 GET /time-attendance?section=timesheets 200 in 977ms (next.js: 29ms, generate-params: 18ms, application-code: 948ms)
 GET /time-attendance?section=exceptions 200 in 284ms (next.js: 25ms, generate-params: 15ms, application-code: 259ms)
 GET /time-attendance?section=corrections 200 in 598ms (next.js: 11ms, generate-params: 80µs, application-code: 587ms)
 GET /time-attendance?section=approvals 200 in 278ms (next.js: 26ms, generate-params: 16ms, application-code: 252ms)
 GET /time-attendance?section=approvals 200 in 157ms (next.js: 11ms, generate-params: 33µs, application-code: 146ms)
 GET /time-attendance?section=breaks 200 in 756ms (next.js: 48ms, generate-params: 103µs, application-code: 708ms)
 GET /time-attendance?section=history 200 in 397ms (next.js: 98ms, generate-params: 51ms, application-code: 299ms)
 GET /time-attendance?section=reports 200 in 664ms (next.js: 32ms, generate-params: 20ms, application-code: 632ms)
 GET /time-attendance?section=settings 200 in 392ms (next.js: 7ms, generate-params: 53µs, application-code: 385ms)
 GET /staffpay?section=overview 200 in 350ms (next.js: 28ms, generate-params: 15ms, application-code: 323ms)
 GET /staffpay?section=people 200 in 698ms (next.js: 13ms, generate-params: 55µs, application-code: 684ms)
 GET /staffpay?section=leave 200 in 499ms (next.js: 17ms, generate-params: 7ms, application-code: 482ms)
 GET /staffpay?section=adjustments 200 in 1087ms (next.js: 13ms, generate-params: 61µs, application-code: 1074ms)
 GET /staffpay?section=exceptions 200 in 433ms (next.js: 24ms, generate-params: 16ms, application-code: 409ms)
 GET /staffpay?section=variances 200 in 701ms (next.js: 17ms, generate-params: 65µs, application-code: 685ms)
 GET /staffpay?section=approval 200 in 566ms (next.js: 27ms, generate-params: 21ms, application-code: 539ms)
 GET /staffpay?section=export 200 in 433ms (next.js: 10ms, generate-params: 57µs, application-code: 423ms)
 GET /staffpay?section=reconciliation 200 in 1108ms (next.js: 29ms, generate-params: 19ms, application-code: 1079ms)
 GET /staffpay?section=history 200 in 715ms (next.js: 34ms, generate-params: 21ms, application-code: 681ms)
 GET /staffpay?section=settings 200 in 371ms (next.js: 6ms, generate-params: 35µs, application-code: 365ms)
 GET /staffpay?section=settings 200 in 1636ms (next.js: 20ms, generate-params: 14ms, application-code: 1615ms)
 GET /dashboard 200 in 1372ms (next.js: 19ms, generate-params: 43µs, application-code: 1353ms)
 GET /dashboard 200 in 2.4s (next.js: 25ms, generate-params: 16ms, application-code: 2.4s)
 GET /dashboard 200 in 620ms (next.js: 37ms, generate-params: 29ms, application-code: 583ms)
 GET /staff-doctors 200 in 2.3s (next.js: 14ms, generate-params: 101µs, application-code: 2.3s)
 GET /roster 200 in 563ms (next.js: 32ms, generate-params: 20ms, application-code: 530ms)
 GET /time-attendance 200 in 1779ms (next.js: 32ms, generate-params: 55µs, application-code: 1747ms)
 GET /staffpay?section=overview 200 in 432ms (next.js: 14ms, generate-params: 11ms, application-code: 418ms)
 GET /staffpay?section=adjustments 200 in 458ms (next.js: 8ms, generate-params: 51µs, application-code: 450ms)
 GET /staffpay?section=adjustments 200 in 1676ms (next.js: 53ms, generate-params: 30ms, application-code: 1624ms)
 GET /dashboard 200 in 2.4s (next.js: 17ms, generate-params: 99µs, application-code: 2.4s)
 GET /dashboard 200 in 251ms (next.js: 24ms, generate-params: 16ms, application-code: 228ms)
 GET /dashboard 200 in 3.2s (next.js: 17ms, generate-params: 106µs, application-code: 3.2s)
 GET /staff-doctors 200 in 1521ms (next.js: 27ms, generate-params: 17ms, application-code: 1494ms)
 GET /roster 200 in 1228ms (next.js: 21ms, generate-params: 15ms, application-code: 1207ms)
 GET /time-attendance 200 in 623ms (next.js: 27ms, generate-params: 20ms, application-code: 596ms)
 GET /time-attendance 200 in 80ms (next.js: 8ms, generate-params: 48µs, application-code: 72ms)
 GET /staffpay?section=overview 200 in 1418ms (next.js: 7ms, generate-params: 60µs, application-code: 1411ms)
 GET /staffpay?section=overview 200 in 141ms (next.js: 24ms, generate-params: 52µs, application-code: 118ms)
 GET /staffpay?section=adjustments 200 in 602ms (next.js: 42ms, generate-params: 24ms, application-code: 560ms)
 GET /staffpay?section=adjustments 200 in 163ms (next.js: 10ms, generate-params: 40µs, application-code: 153ms)
 GET /dashboard 200 in 2.3s (next.js: 19ms, generate-params: 67µs, application-code: 2.3s)
 GET /dashboard 200 in 1282ms (next.js: 25ms, generate-params: 16ms, application-code: 1257ms)
 GET /dashboard 200 in 1245ms (next.js: 11ms, generate-params: 63µs, application-code: 1234ms)
 GET /dashboard 200 in 267ms (next.js: 54ms, generate-params: 24ms, application-code: 213ms)
 GET /staff-doctors 200 in 1154ms (next.js: 18ms, generate-params: 147µs, application-code: 1136ms)
 GET /roster 200 in 485ms (next.js: 20ms, generate-params: 15ms, application-code: 465ms)
 GET /time-attendance 200 in 312ms (next.js: 9ms, generate-params: 46µs, application-code: 303ms)
 GET /staffpay?section=overview 200 in 506ms (next.js: 21ms, generate-params: 14ms, application-code: 485ms)
 GET /staffpay?section=adjustments 200 in 651ms (next.js: 11ms, generate-params: 84µs, application-code: 640ms)
 GET /dashboard 200 in 1842ms (next.js: 37ms, generate-params: 30ms, application-code: 1805ms)
 GET /dashboard 200 in 135ms (next.js: 24ms, generate-params: 16ms, application-code: 112ms)
 GET /dashboard 200 in 1981ms (next.js: 6ms, generate-params: 47µs, application-code: 1974ms)
 GET /dashboard 200 in 193ms (next.js: 31ms, generate-params: 19ms, application-code: 162ms)
 GET /staff-doctors 200 in 941ms (next.js: 7ms, generate-params: 53µs, application-code: 934ms)
 GET /staff-doctors 200 in 1134ms (next.js: 303ms, generate-params: 12ms, application-code: 831ms)
 GET /roster 500 in 4.1s (next.js: 3.9s, generate-params: 12ms, application-code: 191ms)
 GET /time-attendance 200 in 1137ms (next.js: 22ms, generate-params: 12ms, application-code: 1115ms)
 GET /staffpay?section=overview 200 in 368ms (next.js: 20ms, generate-params: 15ms, application-code: 348ms)
 GET /staffpay?section=adjustments 200 in 346ms (next.js: 8ms, generate-params: 65µs, application-code: 338ms)
 GET /dashboard 200 in 832ms (next.js: 16ms, generate-params: 9ms, application-code: 816ms)
 GET /dashboard 200 in 1001ms (next.js: 20ms, generate-params: 15ms, application-code: 981ms)
 GET /dashboard 200 in 1172ms (next.js: 11ms, generate-params: 54µs, application-code: 1161ms)
 GET /dashboard 200 in 2.0s (next.js: 22ms, generate-params: 15ms, application-code: 2.0s)
 GET /dashboard 200 in 1025ms (next.js: 8ms, generate-params: 42µs, application-code: 1017ms)
 GET /dashboard 200 in 273ms (next.js: 12ms, generate-params: 50µs, application-code: 261ms)
 GET /dashboard 200 in 186ms (next.js: 35ms, generate-params: 26ms, application-code: 151ms)
 GET /dashboard 200 in 214ms (next.js: 17ms, generate-params: 64µs, application-code: 198ms)
 GET /dashboard 500 in 4.4s (next.js: 4.1s, generate-params: 90µs, application-code: 303ms)
 GET /dashboard 200 in 670ms (next.js: 433ms, generate-params: 15ms, application-code: 236ms)
 GET /dashboard 200 in 2.4s (next.js: 7ms, generate-params: 61µs, application-code: 2.4s)
 GET /dashboard 200 in 2.3s (next.js: 23ms, generate-params: 15ms, application-code: 2.3s)
 GET /dashboard 200 in 2.1s (next.js: 10ms, generate-params: 63µs, application-code: 2.1s)
 GET /dashboard 200 in 1355ms (next.js: 28ms, generate-params: 20ms, application-code: 1327ms)
 GET /dashboard 200 in 199ms (next.js: 8ms, generate-params: 57µs, application-code: 191ms)
 GET /staff-doctors 200 in 675ms (next.js: 6ms, generate-params: 39µs, application-code: 669ms)
 GET /dashboard 200 in 1958ms (next.js: 8ms, generate-params: 218µs, application-code: 1951ms)
 GET /roster 200 in 396ms (next.js: 26ms, generate-params: 17ms, application-code: 370ms)
 GET /time-attendance 200 in 361ms (next.js: 9ms, generate-params: 56µs, application-code: 352ms)
 GET /staffpay?section=overview 200 in 2.0s (next.js: 10ms, generate-params: 109µs, application-code: 1991ms)
 GET /dashboard 200 in 1343ms (next.js: 118ms, generate-params: 85ms, application-code: 1224ms)
 GET /dashboard 200 in 1057ms (next.js: 52ms, generate-params: 61µs, application-code: 1004ms)
 GET /staffpay?section=adjustments 200 in 729ms (next.js: 7ms, generate-params: 69µs, application-code: 721ms)
 GET /staff-pay 404 in 200ms (next.js: 17ms, generate-params: 12ms, application-code: 182ms)
 GET /m07 404 in 175ms (next.js: 4ms, generate-params: 22µs, application-code: 171ms)
 GET /staff-pay 404 in 363ms (next.js: 47ms, generate-params: 23ms, application-code: 316ms)
 GET /m07 404 in 160ms (next.js: 5ms, generate-params: 23µs, application-code: 155ms)
 GET /staffpay 200 in 148ms (next.js: 4ms, generate-params: 17µs, application-code: 144ms)
[?25h
